# V2: REAL OSM addresses (house + street both real, region dropped)
# Total records: 46135
# Generated: 2026-09-18 22:36:45 UTC
# Format: COUNTRY | FULL_NAME | ADDRESS | PHONE | POSTAL_CODE | EMAIL
#
Croatia|Ante Kos|21 Ulica Franje Kuhaca, Osijek, Croatia|986843249|31000|ante-kos1620@btinternet.com
Croatia|Ivica Marusic|8a Ulica Franje Kuhaca, Osijek, Croatia|920473569|31000|ivica-marusic3669@seznam.cz
Croatia|Lana Skupnjak|12 Ulica Franje Kuhaca, Osijek, Croatia|958019044|31000|lana-skupnjak1078@hotmail.es
Croatia|Martin Maricevic|14 Ulica Franje Kuhaca, Osijek, Croatia|955701250|31000|martin.maricevic2453@libero.it
Croatia|Ivica Franic|16 Ulica Franje Kuhaca, Osijek, Croatia|982946393|31000|ivica.franic9559@alice.it
Croatia|Lovre Marinkovic|23 Ulica Franje Kuhaca, Osijek, Croatia|905071754|31000|lovre.marinkovic4606@fastmail.com
Croatia|Branko Gligora|25 Ulica Franje Kuhaca, Osijek, Croatia|926841963|31000|branko_gligora2510@seznam.cz
Croatia|Mia Mihaljevic|5 Ulica Danice Pinterovic, Osijek, Croatia|984575476|31000|mia-mihaljevic6674@proton.me
Croatia|Pero Jovanovic|12 Ulica Kamila Firingera, Osijek, Croatia|995769639|31000|pero-jovanovic8906@ymail.com
Croatia|Mateo Katic|3 Vijenac Jakova Gotovca, Osijek, Croatia|951490367|31000|mateo.katic2480@yandex.ru
Croatia|Snjezana Milatic|19 Ulica Otokara Kersovanija, Osijek, Croatia|915962457|31000|snjezana.milatic1992@yandex.ru
Croatia|Niko Mihaljevic|19a Ulica Otokara Kersovanija, Osijek, Croatia|956201670|31000|niko.mihaljevic6937@alice.it
Croatia|Antonio Liovic|2a Ulica Otokara Kersovanija, Osijek, Croatia|991271461|31000|antonio-liovic6881@protonmail.com
Croatia|Ruza Dautanec|2 Ulica Otokara Kersovanija, Osijek, Croatia|998870616|31000|ruza_dautanec6042@yahoo.co.uk
Croatia|Mijo Surac|1 Ulica Otokara Kersovanija, Osijek, Croatia|913802456|31000|mijo-surac2199@yahoo.in
Croatia|Mario Adzijevic|60 Bakarska ulica, Osijek, Croatia|917346101|20212|mario_adzijevic600@t-online.de
Croatia|Anica Poropat|2 Bakarska ulica, Osijek, Croatia|981597226|48638|anica-poropat8186@rocketmail.com
Croatia|Lea Poropat|88 Vijenac Ivana Mestrovica, Osijek, Croatia|986977942|31000|lea.poropat5142@yahoo.com
Croatia|Manda Bunic|8 Setaliste kardinala Franje Sepera, Osijek, Croatia|903167115|31000|manda-bunic7054@gmx.de
Croatia|Lovro Lisica|22 Ulica Franje Krezme, Osijek, Croatia|986971159|31000|lovro-lisica3138@sky.com
Croatia|Darko Cop|12 Franjevacka ulica, Osijek, Croatia|990025745|31000|darko_cop9020@me.com
Croatia|urica Gudelj|2 Vijenac Jakova Gotovca, Osijek, Croatia|982432609|31000|urica_gudelj172@mail.com
Croatia|Matija Marsic|32a Ulica Stjepana Radica, Osijek, Croatia|929323764|57566|matija_marsic950@tiscali.it
Croatia|Milena Jukic|106 Vukovarska cesta, Osijek, Croatia|904931138|31000|milena-jukic5836@outlook.de
Croatia|Anton Hadrovic|45 Ulica Hrvatske Republike, Osijek, Croatia|920403444|31000|anton.hadrovic5978@o2.pl
Croatia|Bozena Bozic|43 Ulica Hrvatske Republike, Osijek, Croatia|957337135|31000|bozena-bozic266@fastmail.com
Croatia|Romano Ilic|7 Trg Ante Starcevica, Osijek, Croatia|952118532|31000|romano_ilic6074@ono.com
Croatia|Martina Dominkovic|25 Samacka ulica, Osijek, Croatia|950887413|31000|martina_dominkovic8646@seznam.cz
Croatia|Domagoj Mihic|129 Ulica Josipa Jurja Strossmayera, Osijek, Croatia|921719470|31000|domagoj-mihic322@gmx.de
Croatia|Matija Sobota|10 Ulica Huge Conrada Hoetzendorfa, Osijek, Croatia|994223254|31000|matija-sobota4121@web.de
Croatia|Juraj Sikiric|11 Ulica Huge Conrada Hoetzendorfa, Osijek, Croatia|903451898|31000|juraj_sikiric5569@gmx.com
Croatia|Zlatko Car|19h Ulica Hrvatske Republike, Osijek, Croatia|929486248|77535|zlatko-car7437@outlook.de
Croatia|Marta Prskalo|12 Ulica Josipa Jurja Strossmayera, Osijek, Croatia|903709244|31000|marta-prskalo7098@terra.es
Croatia|Branka Husnjak|88 Krstova ulica, Osijek, Croatia|954957883|40849|branka_husnjak212@hotmail.es
Croatia|Albina Strazicic|4 Vijenac Jakova Gotovca, Osijek, Croatia|988720245|05504|albina-strazicic4495@yandex.ru
Croatia|Ika Peterlik|12 Ulica Antuna Mihanovica, Osijek, Croatia|919218782|31000|ika.peterlik1374@gmx.de
Croatia|Ilija Kelic|2 Drinska ulica, Osijek, Croatia|905055684|31000|ilija_kelic6179@hotmail.de
Croatia|Stana Antolkovic|1 Ribarska ulica, Osijek, Croatia|916550605|31000|stana_antolkovic6890@libero.it
Croatia|Kata Radosevic|2 Vijenac Paje Kolarica, Osijek, Croatia|989762012|72823|kata.radosevic9574@free.fr
Croatia|Domagoj Rogosic|7 Setaliste kardinala Franje Sepera, Osijek, Croatia|911865287|84003|domagoj_rogosic1159@yahoo.in
Croatia|Branka Polonijo|26 Kapucinska ulica, Osijek, Croatia|993158278|31000|branka-polonijo7292@wanadoo.fr
Croatia|Bara Tomicic|17 Alanska ulica, Osijek, Croatia|982709341|84632|bara_tomicic6291@wp.pl
Croatia|Luka Vidakovic|1 Alanska ulica, Osijek, Croatia|912888173|85853|luka_vidakovic7864@yandex.com
Croatia|Juraj Stolnik|2 Alanska ulica, Osijek, Croatia|911073252|46979|juraj_stolnik1114@live.com
Croatia|Jasminka Cucek|24 Alanska ulica, Osijek, Croatia|920581636|81552|jasminka.cucek7890@yahoo.com
Croatia|Danijela Mesic|40 Alanska ulica, Osijek, Croatia|981138150|33646|danijela-mesic9871@fastmail.com
Croatia|Zora Orlovic|33 Alanska ulica, Osijek, Croatia|918834780|87655|zora-orlovic2878@seznam.cz
Croatia|Juraj Friscic|17 Ulica kardinala Alojzija Stepinca, Osijek, Croatia|986845152|31000|juraj.friscic1121@laposte.net
Croatia|Ivan Pozder|24 Ulica Lorenza Jagera, Osijek, Croatia|914141691|31987|ivan.pozder935@hotmail.co.uk
Croatia|Dragica Zic|12 Ulica Lorenza Jagera, Osijek, Croatia|986631270|79516|dragica_zic3265@tin.it
Croatia|Sasa Simunovic|6 Setaliste kardinala Franje Sepera, Osijek, Croatia|921262877|77105|sasa-simunovic4635@gmail.com
Croatia|Roko Matokanovic|1 Setaliste kardinala Franje Sepera, Osijek, Croatia|906701640|73355|roko.matokanovic9282@gmx.de
Croatia|Davor Topic|2 Unska ulica, Osijek, Croatia|958121533|77497|davor-topic354@yahoo.co.uk
Croatia|Ilija Medac|1 Unska ulica, Osijek, Croatia|997457012|96855|ilija_medac5670@tutanota.com
Croatia|Zeljka Cubric|9 Krbavska ulica, Osijek, Croatia|910114506|97189|zeljka.cubric8247@o2.pl
Croatia|Jozo Kelic|1 Europska avenija, Osijek, Croatia|994746767|31000|jozo-kelic5119@sky.com
Croatia|Petar Zrinski|59 Sjenjak, Osijek, Croatia|924945148|31000|petar-zrinski6808@libero.it
Croatia|Vedran Polovic|19 Ulica svetog Petka, Osijek, Croatia|916673923|31000|vedran_polovic6213@gmx.net
Croatia|Dalibor Stojnic|64 Krstova ulica, Osijek, Croatia|956481857|31000|dalibor_stojnic691@centrum.cz
Croatia|David Kelekovic|67 Krstova ulica, Osijek, Croatia|921403543|31000|david-kelekovic8253@telefonica.net
Croatia|Andrija urinic|57 Banova ulica, Osijek, Croatia|953382256|31000|andrija_urinic9210@rocketmail.com
Croatia|Rozalija Vidakovic|19 Kapucinska ulica, Osijek, Croatia|954134573|31000|rozalija_vidakovic5523@vp.pl
Croatia|Mia Sirotic|12 Setaliste kardinala Franje Sepera, Osijek, Croatia|908113915|31000|mia-sirotic2058@mail.com
Croatia|Mateo Jurcic|79 Gornjodravska obala, Osijek, Croatia|981440148|15719|mateo_jurcic3182@tutanota.com
Croatia|Drazen Lisica|3 Park kralja Petra Kresimira IV., Osijek, Croatia|952770299|31000|drazen_lisica1697@onet.pl
Croatia|Albina Veic|81 Gornjodravska obala, Osijek, Croatia|917765314|80620|albina-veic9983@tutanota.com
Croatia|Kristijan Vidas|12 Europska avenija, Osijek, Croatia|998657734|31000|kristijan-vidas5094@tutanota.com
Croatia|Mijo Stiperski|8 Ulica Ivana Gundulica, Osijek, Croatia|998992370|31000|mijo-stiperski2733@t-online.de
Croatia|Ivana Krizan|6/1 Ulica Dragutina Neumana, Osijek, Croatia|995394826|31000|ivana_krizan9300@wanadoo.es
Croatia|Bara Barac|19 Zupanijska ulica, Osijek, Croatia|981679732|31000|bara.barac3716@outlook.com
Croatia|Ivana Pokas|4 Trg Ljudevita Gaja, Osijek, Croatia|981581767|31000|ivana_pokas3600@t-online.de
Croatia|Elizabeta Milotic|2 Trg Ljudevita Gaja, Osijek, Croatia|955518114|31000|elizabeta.milotic3116@wanadoo.es
Croatia|Petar Sakac|22 Suncana ulica, Osijek, Croatia|927836300|31000|petar.sakac790@gmx.de
Croatia|Ema Strazicic|34 Kapucinska ulica, Osijek, Croatia|991123792|31000|ema_strazicic4692@t-online.de
Croatia|Iva Pajur|4 Trg Ante Starcevica, Osijek, Croatia|927773084|31000|iva-pajur1909@t-online.de
Croatia|Antonio Sirotic|12 Trg Ante Starcevica, Osijek, Croatia|990388801|31000|antonio_sirotic9721@centrum.cz
Croatia|Goran Forjan|6 Europska avenija, Osijek, Croatia|989639152|31000|goran-forjan5526@me.com
Croatia|Slavica Bunic|26f Opatijska ulica, Osijek, Croatia|901165687|31000|slavica_bunic71@laposte.net
Croatia|Anela Car|56 Ulica Bartula Kasica, Osijek, Croatia|912863413|31000|anela-car3478@onet.pl
Croatia|Ruza Pozder|18 Ulica Bartula Kasica, Osijek, Croatia|928369574|31000|ruza.pozder6204@libero.it
Croatia|Mateja Puskaric|137 Sjenjak, Osijek, Croatia|918407000|31112|mateja.puskaric6460@live.com
Croatia|Domagoj Barkovic|17 Kapucinska ulica, Osijek, Croatia|987534590|31000|domagoj-barkovic2850@yahoo.fr
Croatia|Alen Eterovic|5 Ulica Lorenza Jagera, Osijek, Croatia|986835849|42931|alen-eterovic8505@t-online.de
Croatia|Davor Kraljic|6 Zupanijska ulica, Osijek, Croatia|994400058|31000|davor_kraljic7149@virgilio.it
Croatia|Ane Pribanic|7 Zupanijska ulica, Osijek, Croatia|926847008|31000|ane_pribanic6288@rocketmail.com
Croatia|Zdenka Liovic|105 Ulica Andrije Hebranga, Osijek, Croatia|950801158|23320|zdenka_liovic6139@t-online.de
Croatia|Lorena Pribanic|106 Ulica Andrije Hebranga, Osijek, Croatia|987200291|96695|lorena.pribanic6781@gmx.de
Croatia|Antonija Dautanec|68 Ulica Josipa Jurja Strossmayera, Osijek, Croatia|995492728|31000|antonija-dautanec1581@fastmail.com
Croatia|Danijela Radosevic|4a Vukovarska cesta, Osijek, Croatia|956087692|31000|danijela.radosevic5398@proton.me
Croatia|Ivo Balincic|2 Vukovarska cesta, Osijek, Croatia|997744313|31000|ivo-balincic8375@gmx.de
Croatia|Laura Stolnik|28 Kalnicka ulica, Osijek, Croatia|909166450|00003|laura-stolnik6860@wp.pl
Croatia|Ljiljana Zufika|26 Kalnicka ulica, Osijek, Croatia|912451590|79459|ljiljana_zufika7642@wp.pl
Croatia|Ljiljana Radman|21 Kalnicka ulica, Osijek, Croatia|912391453|76324|ljiljana-radman7071@libero.it
Croatia|Jure Galovic|4 Ulica Dragutina Neumana, Osijek, Croatia|912370870|31000|jure-galovic9551@yandex.com
Croatia|Tatjana Stolnik|54 Cvrsnicka ulica, Osijek, Croatia|925365751|91316|tatjana_stolnik5167@wp.pl
Croatia|Stana Milatic|54a Cvrsnicka ulica, Osijek, Croatia|954806975|61672|stana.milatic5803@gmx.net
Croatia|Suzana Modric|19 Jadrovska ulica, Osijek, Croatia|993215405|31000|suzana-modric7382@seznam.cz
Croatia|Anita Matijas|1 Jadrovska ulica, Osijek, Croatia|918278087|92386|anita.matijas5703@btinternet.com
Croatia|Lorena Majstorovic|11 Jablanicka ulica, Osijek, Croatia|919450944|31095|lorena_majstorovic8887@protonmail.com
Croatia|Denis Sikiric|16 Ilovska ulica, Osijek, Croatia|990718256|65025|denis-sikiric317@o2.pl
Croatia|Ljubica Sirotic|13 Ilovska ulica, Osijek, Croatia|925561321|30900|ljubica-sirotic9820@ymail.com
Croatia|Denis Ilic|1 Bednjanska ulica, Osijek, Croatia|993962605|91339|denis-ilic8481@msn.com
Croatia|Renata Franjic|24 Bednjanska ulica, Osijek, Croatia|956998023|15186|renata_franjic4351@yandex.com
Croatia|Martina Bozikovic|2 Ilovska ulica, Osijek, Croatia|955034737|41903|martina_bozikovic7365@mail.com
Croatia|Janko Zgorelec|69 Bistricka ulica, Osijek, Croatia|997347328|27304|janko.zgorelec5071@tutanota.com
Croatia|Anica Matic|71 Bistricka ulica, Osijek, Croatia|901809295|18451|anica.matic8649@free.fr
Croatia|Mile Dujmovic|89 Bistricka ulica, Osijek, Croatia|996466510|34707|mile_dujmovic6976@ono.com
Croatia|Marin Pribanic|61 Bistricka ulica, Osijek, Croatia|953394796|54823|marin-pribanic1745@interia.pl
Croatia|Marija Medved|83 Bistricka ulica, Osijek, Croatia|950273574|09486|marija.medved9149@hotmail.com
Croatia|Katarina Stiperski|1 Ulica Vatroslava Jagica, Osijek, Croatia|906108003|31000|katarina-stiperski5830@yahoo.co.uk
Croatia|Anela Saric|7 Vijenac Murse, Osijek, Croatia|955127713|62791|anela-saric6969@msn.com
Croatia|Fran Kopjar|41 Bistricka ulica, Osijek, Croatia|920861018|27575|fran.kopjar1832@gmx.com
Croatia|Kristijan Cvetkovic|50 Bistricka ulica, Osijek, Croatia|926590812|38251|kristijan-cvetkovic9663@hotmail.es
Croatia|Lovro Popovic|45 Bistricka ulica, Osijek, Croatia|904176322|56031|lovro-popovic7350@onet.pl
Croatia|Mare Antolkovic|2 Hercegovacka ulica, Osijek, Croatia|925257590|31000|mare_antolkovic9692@yahoo.it
Croatia|Ana Simunovic|10 Hercegovacka ulica, Osijek, Croatia|981394654|31000|ana.simunovic8094@laposte.net
Croatia|Dario Benic|3 Hercegovacka ulica, Osijek, Croatia|991505027|31000|dario_benic7710@yahoo.com
Croatia|Ivka Deze|9 Hercegovacka ulica, Osijek, Croatia|906656045|31000|ivka-deze5899@zoho.com
Croatia|Kata Bukvic|9 Ulica Zmaj Jove Jovanovica, Osijek, Croatia|988618829|31000|kata_bukvic1385@hotmail.es
Croatia|Renata Liber|1 Ulica Zmaj Jove Jovanovica, Osijek, Croatia|990681030|31000|renata-liber7270@orange.fr
Croatia|Ivanka Kalanjos|43 Zupanijska ulica, Osijek, Croatia|988996574|31000|ivanka_kalanjos1825@gmx.com
Croatia|urica Antic|41 Psunjska ulica, Osijek, Croatia|959930601|98624|urica.antic4060@interia.pl
Croatia|uro Pongrac|38 Psunjska ulica, Osijek, Croatia|928880698|67009|uro-pongrac64@rocketmail.com
Croatia|Jelena Pokas|34 Psunjska ulica, Osijek, Croatia|953912984|43290|jelena.pokas2986@yahoo.com
Croatia|Mladen Katic|30 Psunjska ulica, Osijek, Croatia|996850807|41604|mladen-katic5167@yahoo.fr
Croatia|Ante Derezic|28 Psunjska ulica, Osijek, Croatia|919214245|84878|ante.derezic1775@wanadoo.es
Croatia|Marijana Kukucka|133 Sjenjak, Osijek, Croatia|980402704|31000|marijana-kukucka2557@volny.cz
Croatia|Sime Maloca|4 Ribarska ulica, Osijek, Croatia|994549817|31000|sime.maloca7646@web.de
Croatia|Elvis Prelec|56 Ulica Stjepana Radica, Osijek, Croatia|924774900|31000|elvis_prelec1063@wanadoo.fr
Croatia|Vedran Volaric|1 Zupanijska ulica, Osijek, Croatia|901031815|22366|vedran_volaric5209@tin.it
Croatia|Ane Skrtic|10 Zrinjevac, Osijek, Croatia|916047219|49553|ane-skrtic3677@o2.pl
Croatia|Zdenka Baresic|2 Zrinjevac, Osijek, Croatia|914883362|96100|zdenka_baresic5441@alice.it
Croatia|Matea Barkovic|28 Ulica kardinala Alojzija Stepinca, Osijek, Croatia|903417845|31000|matea.barkovic2847@orange.es
Croatia|Zdravko Marijanovic|15 Ulica Josipa Jurja Strossmayera, Osijek, Croatia|916918428|31000|zdravko.marijanovic6694@wanadoo.es
Croatia|Martina Medved|11 Ulica Josipa Jurja Strossmayera, Osijek, Croatia|904487647|31000|martina-medved3794@yahoo.fr
Croatia|Ika Palic|8 Ulica Josipa Jurja Strossmayera, Osijek, Croatia|999065804|98569|ika.palic5933@protonmail.com
Cyprus|Glenda Tran|2 Stylianou Lena, Mesa Geitonia, Cyprus|97379975|2939|glenda_tran3842@outlook.com
Cyprus|Don Jackson|84C , Limassol, Cyprus|94624717|2843|don_jackson9966@libero.it
Cyprus|Xavier Castro|3 , Limassol, Cyprus|96463122|9118|xavier_castro4829@gmail.com
Cyprus|Andrew Fitzgerald|2 Saripolou, Limassol, Cyprus|96742410|3036|andrew.fitzgerald9421@msn.com
Cyprus|Nicholas Lee|3 Agiou Andreou, Limassol, Cyprus|95832524|3036|nicholas-lee4085@protonmail.com
Cyprus|Brandon Fleming|223 Agiou Andreou, Limassol, Cyprus|95273614|3730|brandon_fleming4094@msn.com
Cyprus|Erica Fischer|58A Gladstonos, Limassol, Cyprus|95957265|8912|erica_fischer2293@web.de
Cyprus|Amber Monroe|37B Kosti Palama, Limassol, Cyprus|97153321|4001|amber.monroe8744@yahoo.ca
Cyprus|Mariah Perez|56 , Limassol, Cyprus|97933237|3065|mariah.perez5077@virgilio.it
Cyprus|Robert Bishop|34A Griva Digeni, Limassol, Cyprus|91025165|3106|robert.bishop408@hotmail.co.uk
Cyprus|Ronald Keller|8 , Limassol, Cyprus|94098842|3021|ronald-keller2133@yahoo.es
Cyprus|Cathy Russo|17 Ammochostou, Limassol, Cyprus|96038635|3075|cathy-russo5895@libero.it
Cyprus|Kenneth Brennan|68 Leoforos Omonoias, Limassol, Cyprus|97755404|3052|kenneth.brennan8074@seznam.cz
Cyprus|Spencer Simmons|49 Georgiou Neofytou, Limassol, Cyprus|97273793|4006|spencer.simmons6266@yahoo.com
Cyprus|Robert Burgess|159 , Limassol, Cyprus|91093447|3022|robert_burgess5314@wanadoo.fr
Cyprus|Amber Lyons|1 Thessalonikis, Limassol, Cyprus|96453137|3026|amber-lyons4889@orange.es
Cyprus|Lorraine Barber|168 Ellados, Limassol, Cyprus|96713940|3041|lorraine.barber3720@seznam.cz
Cyprus|Andre Gross|2 Nikou kai Despoinas Pattichi, Limassol, Cyprus|97124587|3071|andre-gross3885@vp.pl
Cyprus|Deborah Holland|1 , Limassol, Cyprus|91040706|3026|deborah.holland5921@gmail.com
Cyprus|Wendy Garza|23 Georgiou Neofytou, Limassol, Cyprus|94717638|4006|wendy-garza7801@home.pl
Cyprus|Dawn Gilmore|45 Kitiou Kyprianou, Limassol, Cyprus|96901847|3041|dawn_gilmore1903@outlook.fr
Cyprus|Janet Huang|31-37 Leoforos Omonoias, Limassol, Cyprus|99916706|8500|janet-huang8494@yahoo.com
Cyprus|Derek Bradley|308 Agiou Andreou, Limassol, Cyprus|97053356|6919|derek.bradley5378@t-online.de
Cyprus|Alec Neal|273 Agiou Andreou, Limassol, Cyprus|94520969|5282|alec.neal2484@volny.cz
Cyprus|Tristan Tran|22 Eirinis, Limassol, Cyprus|96263348|3320|tristan.tran2677@web.de
Cyprus|Tammy Rush|3 Kanari, Limassol, Cyprus|95526848|6601|tammy-rush6344@hotmail.fr
Cyprus|Todd Hicks|26a Athinon, Limassol, Cyprus|97405851|3036|todd_hicks4816@centrum.cz
Cyprus|Joe Ramsey|12 , Limassol, Cyprus|97463853|3509|joe-ramsey5013@home.pl
Cyprus|Gabriel Brennan|333 28 Oktovriou, Limassol, Cyprus|96987064|3100|gabriel.brennan8963@centrum.cz
Cyprus|Tina Barber|4 Kalitheas, Limassol, Cyprus|96694954|3086|tina_barber4233@sky.com
Cyprus|Billy Cross|248 Leonitou A Avenue, Limassol, Cyprus|99174163|3020|billy.cross5902@yahoo.de
Cyprus|Melissa Thomas|1 16 Iouniou 1943, Limassol, Cyprus|94768719|1785|melissa-thomas7691@fastmail.com
Cyprus|Sandra Pratt|112A Gladstonos, Limassol, Cyprus|95320021|3032|sandra.pratt8995@yandex.ru
Cyprus|Angela English|88 Gladstonos, Limassol, Cyprus|94619501|3040|angela_english3658@zoho.com
Cyprus|Jean Garcia|24 , Limassol, Cyprus|96046550|3022|jean-garcia8513@aol.com
Cyprus|Rachel Wilson|29 , Limassol, Cyprus|95709569|0038|rachel.wilson8023@yahoo.co.uk
Cyprus|Todd Ward|30 , Limassol, Cyprus|96497910|3031|todd_ward4270@orange.es
Cyprus|Johnathan Allen|4-4b , Limassol, Cyprus|96842625|3031|johnathan_allen330@gmx.net
Cyprus|Natalie Campbell|26 Petrou Tsirou, Limassol, Cyprus|95809362|3075|natalie.campbell7688@outlook.fr
Cyprus|Shelly Lane|68 , Limassol, Cyprus|99872490|6370|shelly-lane7603@mail.com
Cyprus|Brenda Parks|76 , Limassol, Cyprus|97025729|7311|brenda_parks9303@gmx.de
Cyprus|Diana Horne|54 , Limassol, Cyprus|95600964|4440|diana-horne6720@gmx.net
Cyprus|Amanda Holland|28 , Limassol, Cyprus|95989419|3025|amanda.holland1443@terra.es
Cyprus|Connie Keith|132 Makariou III, Limassol, Cyprus|91096431|2331|connie_keith8542@libero.it
Cyprus|Don Kennedy|131b Gladstonos, Limassol, Cyprus|99835513|3032|don_kennedy7261@tin.it
Cyprus|Marie Wagner|19-19a Griva Digeni, Limassol, Cyprus|99434297|2216|marie-wagner64@yahoo.es
Cyprus|Nicole Watson|81 Griva Digeni, Limassol, Cyprus|94682052|3101|nicole.watson2326@hotmail.de
Cyprus|Julie Shelton|80C Griva Digeni, Limassol, Cyprus|94785969|3101|julie.shelton2263@seznam.cz
Cyprus|Robert Skinner|20 Griva Digeni, Limassol, Cyprus|97470285|3106|robert-skinner8072@yahoo.ca
Cyprus|Caleb Martinez|20 Lord Byron, Limassol, Cyprus|97553391|3105|caleb.martinez3608@tutanota.com
Cyprus|Shelley Nixon|2 Spartakou, Limassol, Cyprus|94507691|9346|shelley.nixon6956@seznam.cz
Cyprus|Daniel Castro|24 Thessalonikis, Limassol, Cyprus|91077996|3026|daniel_castro3042@hotmail.de
Cyprus|Cheryl Vasquez|187A Makariou III, Limassol, Cyprus|94952163|1689|cheryl-vasquez7640@proton.me
Cyprus|Matthew Moody|232a Makariou III, Limassol, Cyprus|99047300|4190|matthew.moody115@gmx.de
Cyprus|Brandi Fischer|227 Makariou III, Limasol -, Cyprus|95967815|3105|brandi-fischer7345@alice.it
Cyprus|Noah Lindsey|1C Kritis, Limassol, Cyprus|96309138|3087|noah.lindsey9967@hotmail.de
Cyprus|Laurie Carey|4H Apostolou Varnava, Limasol -, Cyprus|97668416|3067|laurie-carey114@ymail.com
Cyprus|Alicia Bowman|226 Makariou III, Limassol, Cyprus|96889790|3030|alicia.bowman1510@centrum.cz
Cyprus|Ashley Taylor|21 , Limassol, Cyprus|95403965|8053|ashley_taylor1844@gmx.net
Cyprus|Donna Smith|21 , Limassol, Cyprus|97350659|3036|donna-smith5183@ymail.com
Cyprus|Roberta Sharp|12 Demokratias, Lima, Cyprus|96766067|3012|roberta_sharp9341@icloud.com
Cyprus|Joyce Knight|4z John Kennedy, Limasol -, Cyprus|95501635|6959|joyce_knight5123@ymail.com
Cyprus|Tyler Skinner|145 Griva Digeni, Agios Athanasios, Cyprus|91047215|3101|tyler_skinner2262@fastmail.com
Cyprus|Kevin Blair|7 Sieriff, Limassol, Cyprus|91079335|3042|kevin_blair4182@hotmail.co.uk
Cyprus|Alexander Kim|327 28 Oktovriou, Limassol, Cyprus|99061024|3106|alexander-kim8786@volny.cz
Cyprus|Veronica Nelson|21-19 , Limassol, Cyprus|96169351|5898|veronica-nelson7386@outlook.de
Cyprus|Gordon Velasquez|59 , Limassol, Cyprus|96145966|1476|gordon-velasquez1948@gmail.com
Cyprus|Aaron Kim|131 , Limasol -, Cyprus|91024797|3083|aaron-kim9091@yahoo.in
Cyprus|Brooke White|209 Agiou Andreou, Limassol, Cyprus|99310935|4379|brooke-white284@seznam.cz
Cyprus|Tiffany Ochoa|118 , Limassol, Cyprus|91025631|3042|tiffany.ochoa8920@onet.pl
Cyprus|Stephen Morales|5 Kosta Koralli, Limassol, Cyprus|91052570|3010|stephen-morales6292@gmx.de
Cyprus|Brett Duncan|13 Djelal Bayar, Limassol, Cyprus|96961448|3537|brett_duncan1290@t-online.de
Cyprus|Roger Kramer|137 Gladstonos, Limassol, Cyprus|91053999|7291|roger-kramer4991@yahoo.es
Cyprus|Vicki Edwards|361 Agiou Andreou, Limassol, Cyprus|91097922|3035|vicki.edwards9315@gmx.com
Cyprus|Patricia Barrera|130 Griva Digeni, Limassol, Cyprus|96133872|0685|patricia.barrera943@gmail.com
Cyprus|William Goodman|13A Massaliotidas, Limassol, Cyprus|97328580|3096|william_goodman7696@zoho.com
Cyprus|Willie Alexander|41 Kitiou Kyprianou, Limassol, Cyprus|96356960|7738|willie.alexander7150@gmx.net
Cyprus|Jimmy Roberts|30 Leoforos Omonoias, Limassol, Cyprus|99543211|3095|jimmy.roberts6217@me.com
Cyprus|Monica Rich|4 Agiou Andreou, Limassol, Cyprus|95945354|4840|monica-rich7108@btinternet.com
Cyprus|John Wall|4a-4e , Limassol, Cyprus|91081235|2369|john.wall1045@interia.pl
Cyprus|Peggy Bradley|161 Griva Digeni, Limasol -, Cyprus|94123399|2180|peggy_bradley1971@outlook.fr
Cyprus|Brooke Drake|112 Griva Digeni, Limassol, Cyprus|96559687|3101|brooke.drake4817@seznam.cz
Cyprus|Suzanne Barrett|305 28 Oktovriou, Limassol, Cyprus|91056273|5698|suzanne_barrett4867@interia.pl
Cyprus|Deborah Williamson|13 , Limassol, Cyprus|96399942|6499|deborah.williamson1811@interia.pl
Cyprus|Gordon Keith|12/2 Griva Digeni, Limassol, Cyprus|91010127|1385|gordon-keith4169@yandex.com
